MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YearSold,SaleType,SaleCondition,LivLotRatio,Spaciousness,TotalOutsideSF,Bldg_Duplex,Bldg_OneFam,Bldg_Twnhs,Bldg_TwnhsE,Bldg_TwoFmCon,PorchTypes
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60.0,9000.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,,0.0,Typical,Typical,PConc,Typical,Typical,No,ALQ,1.0,Unf,0.0,248.0,864.0,GasA,Typical,Y,SBrkr,864.0,0.0,0.0,864.0,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,528.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,Good_Wood,,0.0,5,2007,WD ,Normal,0.096,172.8,0.0,0.0,864.0,0.0,0.0,0.0,0
One_Story_PUD_1946_and_Newer,Residential_High_Density,34.0,4058.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,TwnhsE,SFoyer,Good,Average,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,Typical,Typical,PConc,Good,Typical,Av,GLQ,3.0,LwQ,139.0,0.0,723.0,GasA,Excellent,Y,SBrkr,767.0,0.0,0.0,767.0,1,0,1,0,1,1,Typical,4,Typ,0,No_Fireplace,Attchd,Fin,1,367.0,Typical,Typical,Paved,120.0,40.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,6,2007,WD ,Normal,0.189009364218827,191.75,160.0,0.0,0.0,0.0,767.0,0.0,2
One_Story_PUD_1946_and_Newer,Residential_High_Density,33.0,4113.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2001,2001,Gable,CompShg,MetalSd,MetalSd,,0.0,Good,Typical,PConc,Good,Typical,Mn,Unf,7.0,Unf,0.0,1337.0,1337.0,GasA,Excellent,Y,SBrkr,1337.0,0.0,0.0,1337.0,0,0,2,0,2,1,Good,5,Typ,1,Typical,Attchd,Fin,2,511.0,Typical,Typical,Paved,136.0,68.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,7,2007,WD ,Normal,0.325066861171894,267.4,204.0,0.0,0.0,0.0,1337.0,0.0,2
One_Story_PUD_1946_and_Newer,Residential_High_Density,26.0,10943.0,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,1997,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,Good,Typical,PConc,Good,Typical,No,GLQ,3.0,Unf,0.0,475.0,1405.0,GasA,Excellent,Y,SBrkr,1337.0,0.0,0.0,1337.0,1,0,2,0,2,1,Good,5,Typ,1,Typical,Attchd,Fin,2,522.0,Typical,Typical,Paved,0.0,68.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,10,2007,WD ,Normal,0.12217856163757654,267.4,68.0,0.0,0.0,0.0,1337.0,0.0,1
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21.0,2205.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Above_Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1.0,Unf,0.0,213.0,525.0,GasA,Typical,Y,SBrkr,525.0,567.0,0.0,1092.0,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,1,264.0,Typical,Typical,Paved,144.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,2,2007,WD ,Normal,0.49523809523809526,182.0,144.0,0.0,0.0,1092.0,0.0,0.0,1
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21.0,1890.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2.0,Unf,0.0,316.0,672.0,GasA,Typical,Y,SBrkr,672.0,546.0,0.0,1218.0,0,0,1,1,3,1,Typical,7,Typ,0,No_Fireplace,Detchd,Unf,1,264.0,Typical,Typical,Paved,144.0,28.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2007,WD ,Normal,0.6444444444444445,174.0,172.0,0.0,0.0,1218.0,0.0,0.0,2
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21.0,2058.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,Twnhs,Two_Story,Above_Average,Average,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7.0,Unf,0.0,672.0,672.0,GasA,Excellent,Y,SBrkr,672.0,546.0,0.0,1218.0,0,0,1,1,4,1,Excellent,7,Typ,0,No_Fireplace,Detchd,Unf,1,264.0,Typical,Typical,Paved,0.0,28.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,12,2007,WD ,Normal,0.5918367346938775,174.0,28.0,0.0,0.0,1218.0,0.0,0.0,1
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24.0,2016.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,TwnhsE,Two_Story,Average,Average,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7.0,Unf,0.0,630.0,630.0,GasA,Typical,Y,SBrkr,630.0,672.0,0.0,1302.0,0,0,2,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,Unf,2,440.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2007,WD ,Normal,0.6458333333333334,217.0,0.0,0.0,0.0,0.0,1302.0,0.0,0
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24.0,1920.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Briardale,Norm,Norm,TwnhsE,Two_Story,Average,Average,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1.0,Unf,0.0,294.0,765.0,GasA,Excellent,Y,SBrkr,765.0,600.0,0.0,1365.0,1,0,1,1,2,1,Typical,6,Min1,0,No_Fireplace,Detchd,Unf,2,440.0,Typical,Typical,Paved,240.0,36.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,8,2007,WD ,Normal,0.7109375,227.5,276.0,0.0,0.0,0.0,1365.0,0.0,2
One_Story_PUD_1946_and_Newer,Residential_Low_Density,0.0,4928.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1.0,Unf,0.0,958.0,1078.0,GasA,Typical,Y,SBrkr,958.0,0.0,0.0,958.0,0,0,2,0,2,1,Typical,5,Typ,1,Typical,Attchd,RFn,2,440.0,Typical,Typical,Paved,0.0,205.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,2,2007,WD ,Normal,0.19439935064935066,191.6,205.0,0.0,0.0,0.0,958.0,0.0,1
Two_Story_PUD_1946_and_Newer,Residential_Low_Density,24.0,2308.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northpark_Villa,Norm,Norm,TwnhsE,Two_Story,Above_Average,Above_Average,1976,1976,Gable,CompShg,Plywood,Brk Cmn,,0.0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1.0,Unf,0.0,248.0,804.0,GasA,Typical,Y,SBrkr,804.0,744.0,0.0,1548.0,1,0,2,1,3,1,Good,7,Typ,1,Typical,Detchd,Unf,2,440.0,Typical,Typical,Paved,48.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,7,2007,WD ,Normal,0.6707105719237435,221.14285714285714,48.0,0.0,0.0,0.0,1548.0,0.0,1
One_Story_PUD_1946_and_Newer,Residential_Low_Density,24.0,2304.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northpark_Villa,Norm,Norm,Twnhs,One_Story,Good,Good,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,0.0,Typical,Typical,CBlock,Good,Typical,No,GLQ,3.0,Unf,6.0,423.0,1061.0,GasA,Typical,Y,SBrkr,1055.0,0.0,0.0,1055.0,0,0,2,0,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,Unf,1,319.0,Typical,Typical,Paved,108.0,32.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,4,2007,WD ,Normal,0.4578993055555556,263.75,140.0,0.0,0.0,1055.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65.0,7150.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2.0,Unf,0.0,263.0,988.0,GasA,Typical,Y,SBrkr,988.0,0.0,0.0,988.0,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,1,360.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,11,2007,WD ,Normal,0.13818181818181818,197.6,0.0,0.0,988.0,0.0,0.0,0.0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,96.0,12469.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Excellent,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,378.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3.0,Unf,0.0,639.0,1790.0,GasA,Excellent,Y,SBrkr,1816.0,0.0,0.0,1816.0,1,0,2,0,3,1,Excellent,7,Typ,1,Good,Attchd,Fin,3,730.0,Typical,Typical,Paved,186.0,36.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,8,2007,New,Partial,0.1456411901515759,259.42857142857144,222.0,0.0,1816.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90.0,11694.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Excellent,Average,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Excellent,Typical,PConc,Excellent,Typical,Av,GLQ,3.0,Unf,0.0,1774.0,1822.0,GasA,Excellent,Y,SBrkr,1828.0,0.0,0.0,1828.0,0,0,2,0,3,1,Good,9,Typ,1,Good,Attchd,Unf,3,774.0,Typical,Typical,Paved,0.0,108.0,0.0,0.0,260.0,0.0,No_Pool,No_Fence,,0.0,7,2007,New,Partial,0.15631948007525226,203.11111111111111,368.0,0.0,1828.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93.0,12030.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Excellent,Typical,PConc,Excellent,Typical,No,Unf,7.0,Unf,0.0,1694.0,1694.0,GasA,Excellent,Y,SBrkr,1694.0,0.0,0.0,1694.0,0,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,Fin,3,818.0,Typical,Typical,Paved,168.0,228.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,12,2007,New,Partial,0.14081463009143808,242.0,396.0,0.0,1694.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91.0,11825.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Good,Typical,PConc,Excellent,Typical,Mn,Unf,7.0,Unf,0.0,1694.0,1694.0,GasA,Excellent,Y,SBrkr,1694.0,0.0,0.0,1694.0,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,RFn,3,856.0,Typical,Typical,Paved,0.0,112.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,6,2007,New,Partial,0.14325581395348838,242.0,112.0,0.0,1694.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93.0,12085.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Good,Typical,PConc,Excellent,Typical,No,GLQ,3.0,Unf,0.0,730.0,1734.0,GasA,Excellent,Y,SBrkr,1734.0,0.0,0.0,1734.0,1,0,2,0,3,1,Excellent,7,Typ,1,Good,Attchd,RFn,3,928.0,Typical,Typical,Paved,0.0,0.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,11,2007,New,Partial,0.14348365742656186,247.71428571428572,0.0,0.0,1734.0,0.0,0.0,0.0,0
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110.0,14333.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Good,Typical,PConc,Good,Typical,Gd,GLQ,3.0,Unf,0.0,590.0,2108.0,GasA,Excellent,Y,SBrkr,2122.0,0.0,0.0,2122.0,1,0,2,1,2,1,Good,7,Typ,1,Excellent,Attchd,Fin,3,938.0,Typical,Typical,Paved,130.0,142.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,11,2007,New,Partial,0.14804995465010815,303.14285714285717,272.0,0.0,2122.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,107.0,14450.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Excellent,Average,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Excellent,Typical,PConc,Excellent,Typical,Gd,Unf,7.0,Unf,0.0,2121.0,2121.0,GasA,Excellent,Y,SBrkr,2121.0,0.0,0.0,2121.0,0,0,2,1,3,1,Excellent,8,Typ,1,Excellent,Attchd,Fin,3,732.0,Typical,Typical,Paved,124.0,98.0,0.0,0.0,142.0,0.0,No_Pool,No_Fence,,0.0,5,2007,New,Partial,0.14678200692041524,265.125,364.0,0.0,2121.0,0.0,0.0,0.0,3
Two_Story_1946_and_Newer,Residential_Low_Density,107.0,13641.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Excellent,Average,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,456.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3.0,Unf,0.0,630.0,1934.0,GasA,Excellent,Y,SBrkr,1943.0,713.0,0.0,2656.0,1,0,2,1,3,1,Excellent,8,Typ,1,Good,Attchd,RFn,3,1040.0,Typical,Typical,Paved,268.0,58.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,12,2007,New,Partial,0.19470713290814456,332.0,326.0,0.0,2656.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,110.0,13440.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2006,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,190.0,Good,Typical,PConc,Excellent,Typical,No,Unf,7.0,Unf,0.0,1108.0,1108.0,GasA,Excellent,Y,SBrkr,1148.0,1402.0,0.0,2550.0,0,0,2,1,4,1,Excellent,11,Typ,1,Good,BuiltIn,Fin,3,670.0,Typical,Typical,Paved,120.0,39.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,3,2007,New,Partial,0.18973214285714285,231.8181818181818,159.0,0.0,2550.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105.0,15431.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Excellent,Average,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3.0,Unf,0.0,564.0,1994.0,GasA,Excellent,Y,SBrkr,2046.0,0.0,0.0,2046.0,1,0,2,1,2,1,Excellent,7,Typ,2,Good,Attchd,Fin,3,878.0,Typical,Typical,Paved,188.0,65.0,0.0,0.0,175.0,0.0,No_Pool,No_Fence,,0.0,8,2007,WD ,Normal,0.13259024042511827,292.2857142857143,428.0,0.0,2046.0,0.0,0.0,0.0,3
Two_Story_1946_and_Newer,Residential_Low_Density,109.0,14154.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Good,Typical,PConc,Excellent,Good,No,Unf,7.0,Unf,0.0,1063.0,1063.0,GasA,Excellent,Y,SBrkr,1071.0,1101.0,0.0,2172.0,0,0,2,1,3,1,Good,9,Typ,1,Good,Attchd,RFn,3,947.0,Typical,Typical,Paved,192.0,62.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,8,2007,New,Partial,0.15345485375158965,241.33333333333334,254.0,0.0,2172.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,107.0,13891.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Excellent,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3.0,Unf,0.0,740.0,2552.0,GasA,Excellent,Y,SBrkr,2552.0,0.0,0.0,2552.0,1,0,2,0,3,1,Excellent,8,Typ,2,Excellent,Attchd,Fin,3,932.0,Typical,Typical,Paved,130.0,28.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,10,2007,New,Partial,0.1837160751565762,319.0,158.0,0.0,2552.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110.0,14226.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Good,Typical,PConc,Good,Typical,Av,Unf,7.0,Unf,0.0,1935.0,1935.0,GasA,Good,Y,SBrkr,1973.0,0.0,0.0,1973.0,0,0,2,0,3,1,Good,9,Typ,1,Good,Attchd,Fin,3,895.0,Typical,Typical,Paved,315.0,45.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,7,2007,New,Partial,0.1386897230423169,219.22222222222223,360.0,0.0,1973.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,105.0,13693.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Excellent,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Excellent,Typical,PConc,Good,Typical,Av,Unf,7.0,Unf,0.0,2153.0,2153.0,GasA,Excellent,Y,SBrkr,2069.0,574.0,0.0,2643.0,0,0,2,1,3,1,Excellent,9,Typ,1,Good,BuiltIn,Fin,3,694.0,Typical,Typical,Paved,414.0,84.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,3,2007,WD ,Normal,0.19301833053384942,293.6666666666667,498.0,0.0,2643.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,98.0,11428.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Good,Typical,PConc,Good,Typical,No,Unf,7.0,Unf,0.0,1626.0,1626.0,GasA,Excellent,Y,SBrkr,1634.0,0.0,0.0,1634.0,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,RFn,3,866.0,Typical,Typical,Paved,0.0,44.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2007,WD ,Normal,0.14298214910745538,233.42857142857142,44.0,0.0,1634.0,0.0,0.0,0.0,1
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,110.0,14977.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3.0,Unf,0.0,626.0,1976.0,GasA,Excellent,Y,SBrkr,1976.0,0.0,0.0,1976.0,1,0,2,0,2,1,Good,7,Typ,1,Excellent,Attchd,RFn,3,908.0,Typical,Typical,Paved,250.0,63.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,7,2007,New,Partial,0.131935634639781,282.2857142857143,313.0,0.0,1976.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,118.0,13654.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Excellent,Average,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Good,Typical,PConc,Excellent,Typical,Gd,Unf,7.0,Unf,0.0,1704.0,1704.0,GasA,Excellent,Y,SBrkr,1722.0,1036.0,0.0,2758.0,0,0,2,1,4,1,Excellent,9,Typ,1,Excellent,BuiltIn,Fin,3,814.0,Typical,Typical,Paved,282.0,55.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,5,2007,WD ,Normal,0.20199209022996925,306.44444444444446,337.0,0.0,2758.0,0.0,0.0,0.0,2
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,59.0,17169.0,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge_Heights,Norm,Norm,OneFam,One_Story,Very_Excellent,Average,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,Excellent,Typical,PConc,Excellent,Typical,Av,GLQ,3.0,Unf,0.0,636.0,2320.0,GasA,Excellent,Y,SBrkr,2290.0,0.0,0.0,2290.0,2,0,2,1,2,1,Excellent,7,Typ,1,Good,Attchd,Fin,3,1174.0,Typical,Typical,Paved,192.0,30.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,8,2007,New,Partial,0.13337992894169726,327.14285714285717,222.0,0.0,2290.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,134.0,16659.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Good,Typical,PConc,Good,Typical,No,Unf,7.0,Unf,0.0,1582.0,1582.0,GasA,Excellent,Y,SBrkr,1582.0,570.0,0.0,2152.0,0,0,2,1,3,1,Good,7,Typ,1,Good,Detchd,Unf,2,728.0,Typical,Typical,Paved,0.0,368.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,6,2007,New,Partial,0.12917942253436582,307.42857142857144,368.0,0.0,2152.0,0.0,0.0,0.0,1
Two_Story_1946_and_Newer,Residential_Low_Density,76.0,9591.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Good,Typical,PConc,Excellent,Typical,Av,Unf,7.0,Unf,0.0,1143.0,1143.0,GasA,Excellent,Y,SBrkr,1143.0,1330.0,0.0,2473.0,0,0,2,1,4,1,Good,9,Typ,1,Good,BuiltIn,RFn,3,852.0,Typical,Typical,Paved,192.0,151.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,10,2007,WD ,Normal,0.2578458971952872,274.77777777777777,343.0,0.0,2473.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,82.0,9709.0,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3.0,Unf,0.0,140.0,918.0,GasA,Excellent,Y,SBrkr,958.0,1142.0,0.0,2100.0,1,0,2,1,3,1,Excellent,8,Typ,2,Good,BuiltIn,Fin,3,786.0,Typical,Typical,Paved,172.0,104.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,9,2007,New,Partial,0.21629416005767843,262.5,276.0,0.0,2100.0,0.0,0.0,0.0,2
Two_Story_1946_and_Newer,Residential_Low_Density,86.0,10562.0,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Good,Typical,PConc,Excellent,Typical,No,GLQ,3.0,Unf,0.0,294.0,1582.0,GasA,Excellent,Y,SBrkr,1610.0,551.0,0.0,2161.0,1,0,1,1,3,1,Excellent,8,Typ,1,Good,Attchd,Fin,3,789.0,Typical,Typical,Paved,178.0,120.0,0.0,0.0,0.0,0.0,No_Pool,No_Fence,,0.0,11,2007,New,Partial,0.2046014012497633,270.125,298.0,0.0,2161.0,0.0,0.0,0.0,2
